Symbol	Description	Score	Functions	Links
FSIP2		0.9868349632222373		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=401024
SDK1		0.9849527773603659		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=221935
PGBD5		0.9838992994385398		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79605
DNAH5		0.9832849974838729		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1767
PKHD1		0.9818602134487845		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5314
PCDH15		0.9813165179299606		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=65217
ST7L		0.9727855171443649		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54879
TNXB		0.9712624611840361		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7148
MUC16		0.969826686352196		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=94025
ACAD11		0.9673217369465834		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=84129
ARHGAP22		0.965200160426966		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=58504
MICA		0.9630255696357017		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100507436
TUBGCP5		0.9625279568797014		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=114791
CTNNA3		0.9612807071142971		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=29119
LPIN1		0.9571929106725995		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23175
DOCK8		0.9540242167819618		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81704
CDH3		0.947494717283051		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1001
TOP3B		0.9447339460159552		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8940
DISC1		0.9000718755303191		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=27185
NCK1		0.8576522630807435		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4690
TDRD3		0.00933877630455937		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81550
KLRC4-KLRK1		0.006083632577632669		http://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000255819
LRCH1		0.0059957119266714765		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23143
MSLN		0.004957597356439025		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10232
NPC2		0.0045305269849370555		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10577
AKAP4		0.0037595614381683573		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8852
CAMLG		0.0033978229999293563		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=819
NDEL1		0.0033581642472135798		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81565
MED28		0.0032093339277248223		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80306
USH1C		0.0031619702609970157		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10083
CD2BP2		0.0029709928107302663		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10421
NFATC4		0.002956549090460503		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4776
